"","your_lowest","last_pile","your_hand_size","other_hand_size","prob_you_lowest"
"2481",14,8,2,1,87.8003239740821
"2482",14,8,2,2,77.2554203539823
"2483",14,8,2,3,67.4619658119658
"2484",14,8,2,4,58.9751357220413
"2485",14,8,2,5,51.8459161147903
"2486",14,8,3,1,87.8740696278511
"2487",14,8,3,2,77.073596176822
"2488",14,8,3,3,67.9857482185273
"2489",14,8,3,4,59.5641370869033
"2490",14,8,3,5,52.6400948991696
"2491",14,8,4,1,88.0972010178117
"2492",14,8,4,2,77.6864516129032
"2493",14,8,4,3,68.5215139442231
"2494",14,8,4,4,60.6870967741935
"2495",14,8,4,5,53.1665394402036
"2496",14,8,5,1,88.2891853932584
"2497",14,8,5,2,77.7499278499279
"2498",14,8,5,3,68.4362068965517
"2499",14,8,5,4,60.9490806223479
"2500",14,8,5,5,53.4024045261669
"2501",14,9,1,1,87.1
"2502",14,9,1,2,77.7
"2503",14,9,1,3,66.6
"2504",14,9,1,4,60.3
"2505",14,9,1,5,47.7
"2506",14,9,2,1,87.7461621621622
"2507",14,9,2,2,77.0548245614035
"2508",14,9,2,3,67.555298013245
"2509",14,9,2,4,59.1376248612653
"2510",14,9,2,5,51.6081677704194
"2511",14,9,3,1,88.0065375302663
"2512",14,9,3,2,77.0930787589499
"2513",14,9,3,3,67.572397094431
"2514",14,9,3,4,59.1896766169154
"2515",14,9,3,5,52.1842105263158
"2516",14,9,4,1,88.0366391184573
"2517",14,9,4,2,77.2512549537649
"2518",14,9,4,3,67.9605019815059
"2519",14,9,4,4,59.4120107962213
"2520",14,9,4,5,52.5861842105263
"2521",14,9,5,1,88.2697058823529
"2522",14,9,5,2,77.3332838038633
"2523",14,9,5,3,68.1596820809249
"2524",14,9,5,4,59.7145374449339
"2525",14,9,5,5,52.5463235294118
"2526",14,10,1,1,87.4
"2527",14,10,1,2,78.4
"2528",14,10,1,3,64.9
"2529",14,10,1,4,60.1
"2530",14,10,1,5,50
"2531",14,10,2,1,87.7800894854586
"2532",14,10,2,2,76.9464125560538
"2533",14,10,2,3,67.4862375138735
"2534",14,10,2,4,59.0556407447974
"2535",14,10,2,5,51.3298109010011
"2536",14,10,3,1,87.944358974359
"2537",14,10,3,2,76.9651105651106
"2538",14,10,3,3,67.6890274314215
"2539",14,10,3,4,59.0342648845686
"2540",14,10,3,5,52.3824667472793
"2541",14,10,4,1,87.7056179775281
"2542",14,10,4,2,77.1665289256198
"2543",14,10,4,3,67.7159830268741
"2544",14,10,4,4,59.3567785234899
"2545",14,10,4,5,51.5021621621622
"2546",14,10,5,1,87.9052067381317
"2547",14,10,5,2,77.1147151898734
"2548",14,10,5,3,68.1677811550152
"2549",14,10,5,4,59.7930576070901
"2550",14,10,5,5,52.431007751938
"2551",14,11,1,1,88.4
"2552",14,11,1,2,76.6
"2553",14,11,1,3,64.8
"2554",14,11,1,4,58.7
"2555",14,11,1,5,54.5
"2556",14,11,2,1,87.6008130081301
"2557",14,11,2,2,76.8349775784753
"2558",14,11,2,3,67.4031180400891
"2559",14,11,2,4,58.7494857142857
"2560",14,11,2,5,51.4116838487973
"2561",14,11,3,1,87.8032098765432
"2562",14,11,3,2,77.1212738853503
"2563",14,11,3,3,67.3847133757962
"2564",14,11,3,4,59.2844760672704
"2565",14,11,3,5,51.385111662531
"2566",14,11,4,1,87.746676096181
"2567",14,11,4,2,77.2324675324675
"2568",14,11,4,3,67.5946531791908
"2569",14,11,4,4,59.0605633802817
"2570",14,11,4,5,50.996843615495
"2571",14,11,5,1,87.9484745762712
"2572",14,11,5,2,77.4884984025559
"2573",14,11,5,3,67.8964705882353
"2574",14,11,5,4,59.351948051948
"2575",14,11,5,5,52.2390625
"2576",14,12,1,1,86.4
"2577",14,12,1,2,77.5
"2578",14,12,1,3,69.2
"2579",14,12,1,4,56.2
"2580",14,12,1,5,50.9
"2581",14,12,2,1,87.8190476190476
"2582",14,12,2,2,76.9026315789474
"2583",14,12,2,3,67.288747099768
"2584",14,12,2,4,58.5827981651376
"2585",14,12,2,5,51.4704899777283
"2586",14,12,3,1,87.7791082802548
"2587",14,12,3,2,77.0641866330391
"2588",14,12,3,3,67.1379356568365
"2589",14,12,3,4,59.0491206030151
"2590",14,12,3,5,52.2083333333333
"2591",14,12,4,1,87.9327819548872
"2592",14,12,4,2,77.2387001477105
"2593",14,12,4,3,67.7551079136691
"2594",14,12,4,4,59.0508052708638
"2595",14,12,4,5,51.3732374100719
"2596",14,12,5,1,87.8561525129983
"2597",14,12,5,2,76.9861204013378
"2598",14,12,5,3,67.5811802232855
"2599",14,12,5,4,59.2451154529307
"2600",14,12,5,5,51.6017421602787
"2601",14,13,1,1,100
"2602",14,13,1,2,100
"2603",14,13,1,3,100
"2604",14,13,1,4,100
"2605",14,13,1,5,100
"2606",14,13,2,1,100
"2607",14,13,2,2,100
"2608",14,13,2,3,100
"2609",14,13,2,4,100
"2610",14,13,2,5,100
"2611",14,13,3,1,100
"2612",14,13,3,2,100
"2613",14,13,3,3,100
"2614",14,13,3,4,100
"2615",14,13,3,5,100
"2616",14,13,4,1,100
"2617",14,13,4,2,100
"2618",14,13,4,3,100
"2619",14,13,4,4,100
"2620",14,13,4,5,100
"2621",14,13,5,1,100
"2622",14,13,5,2,100
"2623",14,13,5,3,100
"2624",14,13,5,4,100
"2625",14,13,5,5,100
"2626",15,0,1,1,83.4
"2627",15,0,1,2,73.2
"2628",15,0,1,3,63.1
"2629",15,0,1,4,51.9
"2630",15,0,1,5,47.7
"2631",15,0,2,1,86.7487
"2632",15,0,2,2,75.2294
"2633",15,0,2,3,65.5379
"2634",15,0,2,4,56.7713
"2635",15,0,2,5,49.0495
"2636",15,0,3,1,87.4969
"2637",15,0,3,2,76.9871
"2638",15,0,3,3,66.947
"2639",15,0,3,4,58.4287
"2640",15,0,3,5,52.3205
"2641",15,0,4,1,88.4611
"2642",15,0,4,2,78.3991
"2643",15,0,4,3,69.8143
"2644",15,0,4,4,61.6279
"2645",15,0,4,5,54.0716
"2646",15,0,5,1,89.0518
"2647",15,0,5,2,79.3802
"2648",15,0,5,3,71.3572
"2649",15,0,5,4,63.978
"2650",15,0,5,5,58.1068
"2651",15,1,1,1,87.3
"2652",15,1,1,2,73.9
"2653",15,1,1,3,63.1
"2654",15,1,1,4,55.4
"2655",15,1,1,5,46.8
"2656",15,1,2,1,87.5145748987854
"2657",15,1,2,2,76.43824419778
"2658",15,1,2,3,66.7248736097068
"2659",15,1,2,4,59.1936299292214
"2660",15,1,2,5,51.5954591321897
"2661",15,1,3,1,88.3012282497441
"2662",15,1,3,2,78.3674465920651
"2663",15,1,3,3,69.0612182741117
"2664",15,1,3,4,60.8651115618661
"2665",15,1,3,5,54.155771195097
"2666",15,1,4,1,88.8994824016563
"2667",15,1,4,2,78.8293388429752
"2668",15,1,4,3,70.4140918580376
"2669",15,1,4,4,62.4579274611399
"2670",15,1,4,5,56.2324074074074
"2671",15,1,5,1,89.5692954784437
"2672",15,1,5,2,80.8326488706365
"2673",15,1,5,3,72.2022797927461
"2674",15,1,5,4,64.9447559709242
"2675",15,1,5,5,58.4432712215321
"2676",15,2,1,1,87.7
"2677",15,2,1,2,72.9
"2678",15,2,1,3,63.9
"2679",15,2,1,4,57.4
"2680",15,2,1,5,50.5
"2681",15,2,2,1,87.4329243353783
"2682",15,2,2,2,76.5017382413088
"2683",15,2,2,3,66.5330620549339
"2684",15,2,2,4,57.9900305188199
"2685",15,2,2,5,50.847662601626
"2686",15,2,3,1,88.1669456066946
"2687",15,2,3,2,77.5355578727842
"2688",15,2,3,3,68.5988541666667
"2689",15,2,3,4,60.3106540084388
"2690",15,2,3,5,53.4228778467909
"2691",15,2,4,1,88.8557894736842
"2692",15,2,4,2,78.7575949367089
"2693",15,2,4,3,70.4302203567681
"2694",15,2,4,4,61.8433333333333
"2695",15,2,4,5,55.3832804232804
"2696",15,2,5,1,89.3453463203463
"2697",15,2,5,2,79.4164870689655
"2698",15,2,5,3,71.759978425027
"2699",15,2,5,4,64.2032644178455
"2700",15,2,5,5,56.0348684210526
"2701",15,3,1,1,87.8
"2702",15,3,1,2,75.2
"2703",15,3,1,3,65.6
"2704",15,3,1,4,56.9
"2705",15,3,1,5,47.7
"2706",15,3,2,1,87.3530381050463
"2707",15,3,2,2,76.45
"2708",15,3,2,3,66.4589559877175
"2709",15,3,2,4,57.909053069719
"2710",15,3,2,5,50.3565843621399
"2711",15,3,3,1,87.8216244725738
"2712",15,3,3,2,77.3698717948718
"2713",15,3,3,3,67.5655319148936
"2714",15,3,3,4,59.3162219850587
"2715",15,3,3,5,52.1836538461538
"2716",15,3,4,1,88.2699453551913
"2717",15,3,4,2,77.953579175705
"2718",15,3,4,3,69.6155361050328
"2719",15,3,4,4,61.3282107574094
"2720",15,3,4,5,54.4553215077605
"2721",15,3,5,1,88.9683615819209
"2722",15,3,5,2,78.9311184939092
"2723",15,3,5,3,70.2618885096701
"2724",15,3,5,4,63.0579822616408
"2725",15,3,5,5,55.0250561797753
"2726",15,4,1,1,89.3
"2727",15,4,1,2,73.5
"2728",15,4,1,3,65.3
"2729",15,4,1,4,56.2
"2730",15,4,1,5,46.4
"2731",15,4,2,1,87.2122257053291
"2732",15,4,2,2,76.0577124868835
"2733",15,4,2,3,66.2229166666667
"2734",15,4,2,4,57.4046875
"2735",15,4,2,5,50.6213771839671
"2736",15,4,3,1,87.6857601713062
"2737",15,4,3,2,76.6461454940282
"2738",15,4,3,3,67.3896816684962
"2739",15,4,3,4,58.9460369163952
"2740",15,4,3,5,51.8985792349727
"2741",15,4,4,1,88.2469852104664
"2742",15,4,4,2,78.4107390300231
"2743",15,4,4,3,68.0832768361582
"2744",15,4,4,4,59.7921911421911
"2745",15,4,4,5,52.8704416761042
"2746",15,4,5,1,88.5726946107784
"2747",15,4,5,2,78.2978823529412
"2748",15,4,5,3,68.7155011655012
"2749",15,4,5,4,61.0739231664726
"2750",15,4,5,5,55.0574592074592
"2751",15,5,1,1,89.3
"2752",15,5,1,2,76
"2753",15,5,1,3,66
"2754",15,5,1,4,58.2
"2755",15,5,1,5,48.3
"2756",15,5,2,1,87.1065310492505
"2757",15,5,2,2,75.8214057507987
"2758",15,5,2,3,65.650580781415
"2759",15,5,2,4,57.2469537815126
"2760",15,5,2,5,50.0308746048472
"2761",15,5,3,1,87.393600867679
"2762",15,5,3,2,76.6480176211454
"2763",15,5,3,3,67.2130386740332
"2764",15,5,3,4,58.5276053215078
"2765",15,5,3,5,51.1846674182638
"2766",15,5,4,1,87.9500574052813
"2767",15,5,4,2,77.5982578397213
"2768",15,5,4,3,67.7504074505239
"2769",15,5,4,4,59.7548766157462
"2770",15,5,4,5,52.3356148491879
"2771",15,5,5,1,88.0818181818182
"2772",15,5,5,2,77.9943467336683
"2773",15,5,5,3,68.8305454545455
"2774",15,5,5,4,60.5861519607843
"2775",15,5,5,5,53.6745024875622
"2776",15,6,1,1,86.3
"2777",15,6,1,2,77.2
"2778",15,6,1,3,66.3
"2779",15,6,1,4,55.2
"2780",15,6,1,5,45.7
"2781",15,6,2,1,87.0817204301075
"2782",15,6,2,2,75.7538788522848
"2783",15,6,2,3,65.6134042553192
"2784",15,6,2,4,56.6916402116402
"2785",15,6,2,5,49.0767441860465
"2786",15,6,3,1,87.4232611174458
"2787",15,6,3,2,76.4104718066743
"2788",15,6,3,3,66.3713958810069
"2789",15,6,3,4,58.4032954545455
"2790",15,6,3,5,50.7528216704289
"2791",15,6,4,1,87.534251497006
"2792",15,6,4,2,76.76784409257
"2793",15,6,4,3,67.1274021352313
"2794",15,6,4,4,59.4711327649208
"2795",15,6,4,5,51.7538929440389
"2796",15,6,5,1,88.0071059431525
"2797",15,6,5,2,77.4562182741117
"2798",15,6,5,3,67.4927554980595
"2799",15,6,5,4,59.9304071246819
"2800",15,6,5,5,52.9576072821847
"2801",15,7,1,1,86.5
"2802",15,7,1,2,73.5
"2803",15,7,1,3,65
"2804",15,7,1,4,55.3
"2805",15,7,1,5,47.6
"2806",15,7,2,1,86.9739130434783
"2807",15,7,2,2,75.4466457023061
"2808",15,7,2,3,65.6297326203209
"2809",15,7,2,4,57.0947368421053
"2810",15,7,2,5,49.2457081545064
"2811",15,7,3,1,87.4954598370198
"2812",15,7,3,2,75.9976717112922
"2813",15,7,3,3,65.9491764705882
"2814",15,7,3,4,57.4564042303173
"2815",15,7,3,5,49.445871559633
"2816",15,7,4,1,87.37925
"2817",15,7,4,2,76.4023602484472
"2818",15,7,4,3,66.7991239048811
"2819",15,7,4,4,57.9038271604938
"2820",15,7,4,5,51.3234278668311
"2821",15,7,5,1,87.5993234100135
"2822",15,7,5,2,76.4411764705882
"2823",15,7,5,3,67.6427419354839
"2824",15,7,5,4,59.0973404255319
"2825",15,7,5,5,51.1972640218878
"2826",15,8,1,1,85.7
"2827",15,8,1,2,76
"2828",15,8,1,3,68.7
"2829",15,8,1,4,53.3
"2830",15,8,1,5,45.9
"2831",15,8,2,1,86.8505971769815
"2832",15,8,2,2,75.4564130434783
"2833",15,8,2,3,65.1841988950276
"2834",15,8,2,4,56.8300540540541
"2835",15,8,2,5,48.7534707158351
"2836",15,8,3,1,87.0103608847497
"2837",15,8,3,2,75.5990708478513
"2838",15,8,3,3,65.808432304038
"2839",15,8,3,4,57.4161066048667
"2840",15,8,3,5,49.415838150289
"2841",15,8,4,1,87.0734193548387
"2842",15,8,4,2,76.1783464566929
"2843",15,8,4,3,66.6425257731959
"2844",15,8,4,4,57.6575757575758
"2845",15,8,4,5,50.7958709677419
"2846",15,8,5,1,87.3384078212291
"2847",15,8,5,2,76.4270718232044
"2848",15,8,5,3,66.7887624466572
"2849",15,8,5,4,58.4393850658858
"2850",15,8,5,5,51.2302739726027
"2851",15,9,1,1,86.6
"2852",15,9,1,2,77.2
"2853",15,9,1,3,62.9
"2854",15,9,1,4,52.5
"2855",15,9,1,5,48.8
"2856",15,9,2,1,86.7796685082873
"2857",15,9,2,2,75.2307103825137
"2858",15,9,2,3,65.2178217821782
"2859",15,9,2,4,56.6433149171271
"2860",15,9,2,5,49.0647379912664
"2861",15,9,3,1,87.0888616891065
"2862",15,9,3,2,75.6004790419162
"2863",15,9,3,3,65.6951923076923
"2864",15,9,3,4,56.6651960784314
"2865",15,9,3,5,49.7938347718866
"2866",15,9,4,1,87.0054739652871
"2867",15,9,4,2,75.5681520314548
"2868",15,9,4,3,66.0974530831099
"2869",15,9,4,4,57.7057104913679
"2870",15,9,4,5,49.6230569948187
"2871",15,9,5,1,87.1138847858198
"2872",15,9,5,2,76.2779610194902
"2873",15,9,5,3,66.0230998509687
"2874",15,9,5,4,57.0873873873874
"2875",15,9,5,5,50.264610866373
"2876",15,10,1,1,86.9
"2877",15,10,1,2,75.9
"2878",15,10,1,3,64.9
"2879",15,10,1,4,56.2
"2880",15,10,1,5,47.3
"2881",15,10,2,1,86.7943143812709
"2882",15,10,2,2,75.3104740904079
"2883",15,10,2,3,65.036877076412
"2884",15,10,2,4,56.3265625
"2885",15,10,2,5,48.2238738738739
"2886",15,10,3,1,86.8457002457002
"2887",15,10,3,2,75.4575989782886
"2888",15,10,3,3,65.6502386634845
"2889",15,10,3,4,56.8465233881163
"2890",15,10,3,5,49.280198019802
"2891",15,10,4,1,87.0927792915531
"2892",15,10,4,2,75.9261474269819
"2893",15,10,4,3,65.7804137931034
"2894",15,10,4,4,56.696218487395
"2895",15,10,4,5,49.8287417218543
"2896",15,10,5,1,87.0389671361502
"2897",15,10,5,2,75.8669161676647
"2898",15,10,5,3,65.6765671641791
"2899",15,10,5,4,58.1129129129129
"2900",15,10,5,5,49.9622324159021
"2901",15,11,1,1,85.3
"2902",15,11,1,2,74.6
"2903",15,11,1,3,63.2
"2904",15,11,1,4,55.7
"2905",15,11,1,5,47.7
"2906",15,11,2,1,86.8096737907762
"2907",15,11,2,2,75.4996575342466
"2908",15,11,2,3,64.9402508551881
"2909",15,11,2,4,56.4794551645857
"2910",15,11,2,5,48.3093854748603
"2911",15,11,3,1,86.8656091370558
"2912",15,11,3,2,75.2005115089514
"2913",15,11,3,3,65.4687268232386
"2914",15,11,3,4,56.2439588688946
"2915",15,11,3,5,48.6627400768246
"2916",15,11,4,1,86.8050287356322
"2917",15,11,4,2,75.6896402877698
"2918",15,11,4,3,65.0625730994152
"2919",15,11,4,4,57.1107042253521
"2920",15,11,4,5,49.0474576271186
"2921",15,11,5,1,86.9574013157895
"2922",15,11,5,2,75.5512861736334
"2923",15,11,5,3,65.4173770491803
"2924",15,11,5,4,57.6902555910543
"2925",15,11,5,5,49.7260530421217
"2926",15,12,1,1,87.6
"2927",15,12,1,2,73.8
"2928",15,12,1,3,67.3
"2929",15,12,1,4,57.3
"2930",15,12,1,5,48.9
"2931",15,12,2,1,86.7453828828829
"2932",15,12,2,2,75.1937712344281
"2933",15,12,2,3,65.3092915214866
"2934",15,12,2,4,56.2199541284404
"2935",15,12,2,5,48.8781426953567
"2936",15,12,3,1,86.7553324968632
"2937",15,12,3,2,75.1757692307692
"2938",15,12,3,3,64.9582345191041
"2939",15,12,3,4,56.7555118110236
"2940",15,12,3,5,48.9377406931964
"2941",15,12,4,1,86.694682422452
"2942",15,12,4,2,75.2198795180723
"2943",15,12,4,3,65.2363774733638
"2944",15,12,4,4,56.4428985507246
"2945",15,12,4,5,48.4223372781065
"2946",15,12,5,1,86.9137010676157
"2947",15,12,5,2,75.1621212121212
"2948",15,12,5,3,65.1281961471103
"2949",15,12,5,4,57.4733215547703
"2950",15,12,5,5,49.8073129251701
"2951",15,13,1,1,85.9
"2952",15,13,1,2,74.2
"2953",15,13,1,3,66.1
"2954",15,13,1,4,59.5
"2955",15,13,1,5,47.9
"2956",15,13,2,1,86.9059718969555
"2957",15,13,2,2,75.0170091324201
"2958",15,13,2,3,65.0435034802784
"2959",15,13,2,4,56.1416666666667
"2960",15,13,2,5,48.5518433179723
"2961",15,13,3,1,86.7562169312169
"2962",15,13,3,2,75.1386511024643
"2963",15,13,3,3,64.999451303155
"2964",15,13,3,4,56.4160737812912
"2965",15,13,3,5,48.5275769745649
"2966",15,13,4,1,86.9861751152074
"2967",15,13,4,2,75.2651785714286
"2968",15,13,4,3,65.3371134020619
"2969",15,13,4,4,56.2560790273556
"2970",15,13,4,5,48.8470046082949
"2971",15,13,5,1,86.8108540925267
"2972",15,13,5,2,75.5740942028986
"2973",15,13,5,3,65.1882960413081
"2974",15,13,5,4,56.6788461538462
"2975",15,13,5,5,48.3942857142857
"2976",15,14,1,1,100
"2977",15,14,1,2,100
"2978",15,14,1,3,100
"2979",15,14,1,4,100
"2980",15,14,1,5,100
"2981",15,14,2,1,100
"2982",15,14,2,2,100
"2983",15,14,2,3,100
"2984",15,14,2,4,100
"2985",15,14,2,5,100
"2986",15,14,3,1,100
"2987",15,14,3,2,100
"2988",15,14,3,3,100
"2989",15,14,3,4,100
"2990",15,14,3,5,100
"2991",15,14,4,1,100
"2992",15,14,4,2,100
"2993",15,14,4,3,100
"2994",15,14,4,4,100
"2995",15,14,4,5,100
"2996",15,14,5,1,100
"2997",15,14,5,2,100
"2998",15,14,5,3,100
"2999",15,14,5,4,100
"3000",15,14,5,5,100
"3001",16,0,1,1,86.2
"3002",16,0,1,2,72.2
"3003",16,0,1,3,60.2
"3004",16,0,1,4,51.3
"3005",16,0,1,5,45.3
"3006",16,0,2,1,85.9251
"3007",16,0,2,2,73.5384
"3008",16,0,2,3,63.3638
"3009",16,0,2,4,54.5784
"3010",16,0,2,5,46.6551
"3011",16,0,3,1,86.9215
"3012",16,0,3,2,75.5054
"3013",16,0,3,3,65.9018
"3014",16,0,3,4,57.3784
"3015",16,0,3,5,49.071
"3016",16,0,4,1,87.9365
"3017",16,0,4,2,77.0896
"3018",16,0,4,3,68.541
"3019",16,0,4,4,60.4044
"3020",16,0,4,5,53.3391
"3021",16,0,5,1,88.5292
"3022",16,0,5,2,78.1366
"3023",16,0,5,3,69.654
"3024",16,0,5,4,62.7819
"3025",16,0,5,5,57.1711
"3026",16,1,1,1,87.4
"3027",16,1,1,2,72
"3028",16,1,1,3,59.8
"3029",16,1,1,4,54.3
"3030",16,1,1,5,47
"3031",16,1,2,1,86.6690835850957
"3032",16,1,2,2,74.9707661290323
"3033",16,1,2,3,64.9395939086294
"3034",16,1,2,4,56.1872233400402
"3035",16,1,2,5,48.8822222222222
"3036",16,1,3,1,87.6586734693878
"3037",16,1,3,2,76.8929447852761
"3038",16,1,3,3,67.4158974358974
"3039",16,1,3,4,59.1171079429735
"3040",16,1,3,5,52.1803680981595
"3041",16,1,4,1,88.2528008298755
"3042",16,1,4,2,78.5277892561983
"3043",16,1,4,3,68.5105967078189
"3044",16,1,4,4,60.6574534161491
"3045",16,1,4,5,54.9339835728953
"3046",16,1,5,1,89.1416233090531
"3047",16,1,5,2,79.6586206896552
"3048",16,1,5,3,71.0159585492228
"3049",16,1,5,4,65.4664248704663
"3050",16,1,5,5,56.5651578947368
"3051",16,2,1,1,84.2
"3052",16,2,1,2,70.7
"3053",16,2,1,3,61.1
"3054",16,2,1,4,54.6
"3055",16,2,1,5,47.5
"3056",16,2,2,1,86.5230691056911
"3057",16,2,2,2,74.7840122199593
"3058",16,2,2,3,64.4171428571429
"3059",16,2,2,4,56.2899795501023
"3060",16,2,2,5,48.2952138492872
"3061",16,2,3,1,87.3736951983299
"3062",16,2,3,2,76.4428872497366
"3063",16,2,3,3,66.9451612903226
"3064",16,2,3,4,58.7970649895178
"3065",16,2,3,5,51.2027253668763
"3066",16,2,4,1,87.8700845665962
"3067",16,2,4,2,77.6902645502645
"3068",16,2,4,3,68.0660276890309
"3069",16,2,4,4,60.1119873817035
"3070",16,2,4,5,54.5048936170213
"3071",16,2,5,1,88.6515317286652
"3072",16,2,5,2,78.4053669222344
"3073",16,2,5,3,69.7292291220557
"3074",16,2,5,4,62.2505458515284
"3075",16,2,5,5,56.5189189189189
"3076",16,3,1,1,86
"3077",16,3,1,2,71.8
"3078",16,3,1,3,63.6
"3079",16,3,1,4,53.7
"3080",16,3,1,5,42.7
"3081",16,3,2,1,86.4309989701339
"3082",16,3,2,2,74.5105263157895
"3083",16,3,2,3,64.3630927835052
"3084",16,3,2,4,55.3748712667353
"3085",16,3,2,5,47.8888314374354
"3086",16,3,3,1,87.0117395944504
"3087",16,3,3,2,75.9032838983051
"3088",16,3,3,3,66.5600840336134
"3089",16,3,3,4,57.2775531914894
"3090",16,3,3,5,50.1061027837259
"3091",16,3,4,1,87.3384531590414
"3092",16,3,4,2,77.0919603524229
"3093",16,3,4,3,67.708922742111
"3094",16,3,4,4,59.798249452954
"3095",16,3,4,5,52.3055432372506
"3096",16,3,5,1,88.22109375
"3097",16,3,5,2,77.8228571428571
"3098",16,3,5,3,69.2689461883408
"3099",16,3,5,4,61.7729024943311
"3100",16,3,5,5,54.3794219653179
"3101",16,4,1,1,86.9
"3102",16,4,1,2,72.3
"3103",16,4,1,3,62.8
"3104",16,4,1,4,53.2
"3105",16,4,1,5,44.4
"3106",16,4,2,1,86.2479166666667
"3107",16,4,2,2,74.3928421052632
"3108",16,4,2,3,64.1584807492196
"3109",16,4,2,4,55.5341666666667
"3110",16,4,2,5,47.3990712074303
"3111",16,4,3,1,86.9107991360691
"3112",16,4,3,2,75.5411308203991
"3113",16,4,3,3,66.0025136612022
"3114",16,4,3,4,56.9382863340564
"3115",16,4,3,5,49.8370860927152
"3116",16,4,4,1,87.6866666666667
"3117",16,4,4,2,76.6168934240363
"3118",16,4,4,3,67.2369863013699
"3119",16,4,4,4,58.6169142857143
"3120",16,4,4,5,51.4108474576271
"3121",16,4,5,1,87.9740166865316
"3122",16,4,5,2,77.2148325358852
"3123",16,4,5,3,67.4181818181818
"3124",16,4,5,4,60.3412735849057
"3125",16,4,5,5,52.6972651605232
"3126",16,5,1,1,82.9
"3127",16,5,1,2,71.6
"3128",16,5,1,3,61.9
"3129",16,5,1,4,52.4
"3130",16,5,1,5,44.6
"3131",16,5,2,1,86.1899063475546
"3132",16,5,2,2,74.4163329820864
"3133",16,5,2,3,63.783718487395
"3134",16,5,2,4,54.6716527196653
"3135",16,5,2,5,47.2287368421053
"3136",16,5,3,1,86.4848888888889
"3137",16,5,3,2,75.0467331118494
"3138",16,5,3,3,65.2532524807056
"3139",16,5,3,4,56.2172768878719
"3140",16,5,3,5,48.6920265780731
"3141",16,5,4,1,87.2307339449541
"3142",16,5,4,2,76.3096849474912
"3143",16,5,4,3,66.1075089392133
"3144",16,5,4,4,57.2907407407407
"3145",16,5,4,5,49.9462877030162
"3146",16,5,5,1,87.4942857142857
"3147",16,5,5,2,76.4139851485149
"3148",16,5,5,3,68.0104089219331
"3149",16,5,5,4,58.8464556962025
"3150",16,5,5,5,51.480716934487
"3151",16,6,1,1,84.7
"3152",16,6,1,2,74.6
"3153",16,6,1,3,63.3
"3154",16,6,1,4,52.2
"3155",16,6,1,5,45.5
"3156",16,6,2,1,86.2156512605042
"3157",16,6,2,2,74.3613997879109
"3158",16,6,2,3,63.720253164557
"3159",16,6,2,4,54.2783068783069
"3160",16,6,2,5,46.5255296610169
"3161",16,6,3,1,86.406385404789
"3162",16,6,3,2,74.9309336332958
"3163",16,6,3,3,64.6197055492639
"3164",16,6,3,4,55.78843069874
"3165",16,6,3,5,48.3334467120181
"3166",16,6,4,1,86.82625
"3167",16,6,4,2,75.2189781021898
"3168",16,6,4,3,65.0174781523096
"3169",16,6,4,4,57.050477326969
"3170",16,6,4,5,49.5381182147165
"3171",16,6,5,1,87.135632183908
"3172",16,6,5,2,76.0076729559748
"3173",16,6,5,3,66.4745806451613
"3174",16,6,5,4,58.143758043758
"3175",16,6,5,5,50.2788265306122
"3176",16,7,1,1,85.7
"3177",16,7,1,2,73.8
"3178",16,7,1,3,63
"3179",16,7,1,4,56.3
"3180",16,7,1,5,45.7
"3181",16,7,2,1,86.0072805139186
"3182",16,7,2,2,73.9301086956522
"3183",16,7,2,3,63.5548872180451
"3184",16,7,2,4,54.6001091703057
"3185",16,7,2,5,47.0527837259101
"3186",16,7,3,1,86.2488810365135
"3187",16,7,3,2,74.1753456221198
"3188",16,7,3,3,64.3563953488372
"3189",16,7,3,4,55.443202764977
"3190",16,7,3,5,48.0792410714286
"3191",16,7,4,1,86.4601485148515
"3192",16,7,4,2,75.0701120797011
"3193",16,7,4,3,64.6765
"3194",16,7,4,4,56.3486725663717
"3195",16,7,4,5,49.0374686716792
"3196",16,7,5,1,86.9015706806283
"3197",16,7,5,2,75.5214188267394
"3198",16,7,5,3,66.088904109589
"3199",16,7,5,4,57.2641610738255
"3200",16,7,5,5,49.386301369863
"3201",16,8,1,1,85
"3202",16,8,1,2,73.9
"3203",16,8,1,3,62.2
"3204",16,8,1,4,55
"3205",16,8,1,5,47.8
"3206",16,8,2,1,85.9721365638766
"3207",16,8,2,2,73.7909487459106
"3208",16,8,2,3,63.4153677277717
"3209",16,8,2,4,54.0758880516685
"3210",16,8,2,5,46.5416756176155
"3211",16,8,3,1,86.2876063183475
"3212",16,8,3,2,74.1571600481348
"3213",16,8,3,3,64.0109941520468
"3214",16,8,3,4,55.1733175914994
"3215",16,8,3,5,46.415137067938
"3216",16,8,4,1,86.430890052356
"3217",16,8,4,2,74.4331168831169
"3218",16,8,4,3,64.5491591203105
"3219",16,8,4,4,55.6412614980289
"3220",16,8,4,5,47.6377749029754
"3221",16,8,5,1,86.5192145862553
"3222",16,8,5,2,74.8461756373938
"3223",16,8,5,3,65.4093243243243
"3224",16,8,5,4,56.1697368421053
"3225",16,8,5,5,49.6023222060958
"3226",16,9,1,1,84.8
"3227",16,9,1,2,74.3
"3228",16,9,1,3,63.6
"3229",16,9,1,4,51.8
"3230",16,9,1,5,47
"3231",16,9,2,1,85.9689502762431
